Gene_name_canonical,consensus graph-based annotation (this study),Leiden cluster label (this study),Ground truth (ML6.0),"Itzhak et al. 2016, compartment","Itzhak et al. 2016, global"
VPS28,cytosol,104,,Large Protein Complex,Organellar and Cytosolic
ARID4B,nucleus,105,,,Mostly Nuclear
B3KQX0[p],nucleus,105,,,
BCL7B,nucleus,105,,,Mostly Nuclear
C5orf24,nucleus,105,,,Mostly Nuclear
CCNQ,nucleus,105,,,Mostly Nuclear
DLX2,nucleus,105,,,Mostly Nuclear
DNMT3B,nucleus,105,,,Mostly Nuclear
DPY30,nucleus,105,,Large Protein Complex,Nuclear and Cytosolic
ELF2 (Q15723),nucleus,105,,,Mostly Nuclear
EMSY,nucleus,105,,,Mostly Nuclear
GMCL1,nucleus,105,,,Mostly Nuclear
HIC2,nucleus,105,,,
INTS1,nucleus,105,,Large Protein Complex,Mostly Nuclear
JARID2,nucleus,105,,,Mostly Nuclear
KAT8,nucleus,105,,,Mostly Nuclear
KIF18B,nucleus,105,,,Mostly Nuclear
LIN54,nucleus,105,,,Mostly Nuclear
MYPOP,nucleus,105,,,
NSD1,nucleus,105,,,Mostly Nuclear
PDS5B (A9IYQ1),nucleus,105,,Large Protein Complex,Mostly Nuclear
RASA4B,nucleus,105,,,
SETD5,nucleus,105,,,Mostly Nuclear
SP2 (Q9BRW5),nucleus,105,,,Mostly Nuclear
TAF5,nucleus,105,,,Mostly Nuclear
TMEM62,nucleus,105,,,Mostly Organellar
TP53 (P04637),nucleus,105,,,
TRPS1,nucleus,105,,,Mostly Nuclear
UBA52,nucleus,105,,,
UBN1,nucleus,105,,,Mostly Nuclear
ZBTB14,nucleus,105,,,Mostly Nuclear
ZBTB43,nucleus,105,,,Mostly Nuclear
ZBTB7A,nucleus,105,,,Mostly Nuclear
ZKSCAN1,nucleus,105,,,Mostly Nuclear
ZNF239,nucleus,105,,,Nuclear and Cytosolic
AEBP2,unclassified,106,,,Nuclear and Cytosolic
ARL14EP,unclassified,106,,,Nuclear and Cytosolic
B4DP23[p],unclassified,106,,,
B4DZH7[p],unclassified,106,,,
B7Z5M1[p],unclassified,106,,,
CLP1,unclassified,106,,Large Protein Complex,Nuclear and Cytosolic
DDB2,unclassified,106,,,Mostly Nuclear
DSTYK,unclassified,106,,,Mostly Cytosolic
DTX2,unclassified,106,,Large Protein Complex,Organellar and Cytosolic
E2F4,unclassified,106,,,Mostly Cytosolic
E4F1,unclassified,106,,,Nuclear and Cytosolic
EYA4,unclassified,106,,,Nuclear and Cytosolic
FBRS,unclassified,106,,,Nuclear and Cytosolic
FLYWCH1,nucleus,106,,,Nuclear and Cytosolic
KATNBL1,unclassified,106,,,Organellar and Cytosolic
KBTBD11,unclassified,106,,,
KDM4A,unclassified,106,,,Nuclear and Cytosolic
LIMK2 (A0A024R1H6),unclassified,106,,,
LMO4,unclassified,106,,,Broad distribution
MAP4K2,unclassified,106,,,Broad distribution
MED11,unclassified,106,,,Mostly Nuclear
MNX1,unclassified,106,,,Mostly Cytosolic
MST154,unclassified,106,,,
PTTG1,unclassified,106,,Large Protein Complex,Broad distribution
RERE,unclassified,106,,,Nuclear and Cytosolic
RIOX2 (A0A6M8YDW1),nucleus,106,,Large Protein Complex,Broad distribution
SETMAR,unclassified,106,,,Nuclear and Cytosolic
SFR1,unclassified,106,,,Mostly Cytosolic
STIL,cytosol,106,centrosome,,Mostly Cytosolic
SVBP,unclassified,106,,,
TAF11,unclassified,106,,,Nuclear and Cytosolic
THEMIS2,unclassified,106,,,
ZC4H2,nucleus,106,,,
ZNF830,nucleus,106,,Large Protein Complex,Broad distribution
ALDOA (H3BPS8),cytosol,107,,Plasma membrane,Broad distribution
AMD1,cytosol,107,,,Mostly Cytosolic
ANKRD54,cytosol,107,,,Mostly Cytosolic
ASB6,cytosol,107,,,Mostly Cytosolic
BRME1,cytosol,107,,,
CAMK1D,cytosol,107,,,Mostly Cytosolic
CIAO2A,cytosol,107,,,Mostly Cytosolic
DIS3L2,cytosol,107,,,Mostly Cytosolic
DUS2,cytosol,107,,Mitochondrion,Organellar and Cytosolic
FHL3,cytosol,107,,,Mostly Cytosolic
HECTD1 (A0A087X2H1),cytosol,107,,Large Protein Complex,Mostly Cytosolic
HSPBAP1,cytosol,107,,,Mostly Cytosolic
ICA1L,cytosol,107,,,
IRAK4,cytosol,107,,,Mostly Cytosolic
KLHDC3,cytosol,107,,,Mostly Cytosolic
NASP (Q5T626),cytosol,107,,No Prediction,Mostly Cytosolic
NDOR1,cytosol,107,,,Mostly Cytosolic
NEDD4 (P46934),cytosol,107,,Large Protein Complex,Mostly Cytosolic
NTAN1,cytosol,107,,,Mostly Cytosolic
PCBD1,cytosol,107,,,Mostly Cytosolic
PDE4DIP (E9PQG4),cytosol,107,,,Mostly Cytosolic
Q53GT4[p];Q53HL4[p],cytosol,107,,,
Q9BVX3[p],cytosol,107,,,
RPE,cytosol,107,,,Mostly Cytosolic
SEC14L2,cytosol,107,,,Mostly Cytosolic
SERPINB9,cytosol,107,,,
SHPK,cytosol,107,,,Mostly Cytosolic
SNX21,cytosol,107,,,
SOWAHC,cytosol,107,,,Mostly Cytosolic
TMCO4,cytosol,107,,,Mostly Cytosolic
TOR1AIP2 (A0A6B9D1Q5),cytosol,107,ER,ER,Mostly Organellar
TRIM44,cytosol,107,,,Mostly Cytosolic
UBQLN1 (A0A024R258),cytosol,107,,Large Protein Complex,Broad distribution
USP4,cytosol,107,,,Mostly Cytosolic
APPBP2,cytosol,108,,,Mostly Cytosolic
ARK2N,cytosol,108,,,Nuclear and Cytosolic
CHAC2,cytosol,108,,,Mostly Cytosolic
CHMP4A,cytosol,108,,Large Protein Complex,Mostly Cytosolic
DCAF6,cytosol,108,,,Mostly Cytosolic
DOK1,cytosol,108,,,Mostly Cytosolic
FAH,cytosol,108,,,Mostly Cytosolic
FAIM,cytosol,108,,,Mostly Cytosolic
GALK1,cytosol,108,,,Mostly Cytosolic
HDGFL2,cytosol,108,,Large Protein Complex,Nuclear and Cytosolic
IKBKG (C9J2V2),cytosol,108,,,Mostly Cytosolic
JMJD4,cytosol,108,,,Mostly Cytosolic
JMJD6,cytosol,108,,,Mostly Cytosolic
LGALSL,cytosol,108,,,Mostly Cytosolic
MAF1,cytosol,108,,,Mostly Cytosolic
MAPKAPK3,cytosol,108,,,Mostly Cytosolic
MICAL1,cytosol,108,,,Organellar and Cytosolic
MIF,cytosol,108,,Large Protein Complex,Mostly Cytosolic
MYD88,cytosol,108,,,
NBEAL2,cytosol,108,,,Broad distribution
RTF1,cytosol,108,,Large Protein Complex,Mostly Cytosolic
SNRK,cytosol,108,,,Mostly Cytosolic
SOD1,cytosol,108,,Large Protein Complex,Mostly Cytosolic
STK38,cytosol,108,,Large Protein Complex,Broad distribution
TBCC,cytosol,108,,,Mostly Cytosolic
THOP1 (Q96CV8),cytosol,108,,Large Protein Complex,Mostly Cytosolic
TMEM102,cytosol,108,,,Organellar and Cytosolic
TPRKB,cytosol,108,,Large Protein Complex,Mostly Cytosolic
TUBA1A,cytosol,108,,,
UBE2G1,cytosol,108,,,Mostly Cytosolic
USP32,cytosol,108,,,Mostly Cytosolic
ZRANB2,cytosol,108,,Large Protein Complex,Broad distribution
ZYG11B,cytosol,108,,No Prediction,Mostly Cytosolic
ATG4B,cytosol,109,,,Mostly Cytosolic
B4DDQ8[p],cytosol,109,,,
C7orf25,cytosol,109,,,Mostly Cytosolic
CASP3,cytosol,109,,,Mostly Cytosolic
CASP8,cytosol,109,,,Mostly Cytosolic
DAP,cytosol,109,,Endosome,Organellar and Cytosolic
DFFB,cytosol,109,,,Mostly Cytosolic
DNPH1,cytosol,109,,,Mostly Cytosolic
EDARADD,cytosol,109,,,
EIF4EBP1,cytosol,109,,Large Protein Complex,Mostly Cytosolic
GBE1,cytosol,109,,Large Protein Complex,Mostly Cytosolic
GLTP,cytosol,109,,,Mostly Cytosolic
GON7,cytosol,109,,,Mostly Cytosolic
HSP90AB2P,cytosol,109,,Large Protein Complex,Broad distribution
IFT27,cytosol,109,,,Mostly Cytosolic
IMPDH1,cytosol,109,,Large Protein Complex,Mostly Cytosolic
LRRC14,cytosol,109,,,Mostly Cytosolic
METTL1,cytosol,109,,,Mostly Cytosolic
MORN2,cytosol,109,,,
NANP,cytosol,109,,,Mostly Cytosolic
PDE6D,cytosol,109,,,Mostly Cytosolic
PEPD,cytosol,109,,,Mostly Cytosolic
PGM2,cytosol,109,,Large Protein Complex,Mostly Cytosolic
PJA1,cytosol,109,,,
PPP3R1,cytosol,109,,Plasma membrane,Mostly Cytosolic
RABEPK,cytosol,109,,,Mostly Cytosolic
RABIF,cytosol,109,,,Mostly Cytosolic
RAD51D,cytosol,109,,,
RNF114,cytosol,109,,Large Protein Complex,Mostly Cytosolic
SPATA24,cytosol,109,,,
SRXN1,cytosol,109,,,Mostly Cytosolic
TGDS,cytosol,109,,,
THUMPD1,cytosol,109,,,Mostly Cytosolic
ADISSP,cytosol,110,,Large Protein Complex,Mostly Cytosolic
ANP32E,cytosol,110,,,Mostly Cytosolic
BCCIP,unclassified,110,,Large Protein Complex,Nuclear and Cytosolic
BOLA2; BOLA2B,cytosol,110,,,
CAPN1,cytosol,110,,,Mostly Cytosolic
CUL4B (A0A669KAX4),cytosol,110,,Large Protein Complex,Nuclear and Cytosolic
DESI1,cytosol,110,,,Mostly Cytosolic
DRG2,unclassified,110,,Large Protein Complex,Organellar and Cytosolic
ETF1,unclassified,110,,Large Protein Complex,Organellar and Cytosolic
FAM50A,unclassified,110,,Large Protein Complex,Broad distribution
GPX4,unclassified,110,,Large Protein Complex,Broad distribution
HAUS5,unclassified,110,,Large Protein Complex,Organellar and Cytosolic
HAUS6,unclassified,110,,Large Protein Complex,Organellar and Cytosolic
HEATR6,unclassified,110,,Large Protein Complex,Broad distribution
JPT2,cytosol,110,,Large Protein Complex,Broad distribution
MAGED2,unclassified,110,,Large Protein Complex,Broad distribution
MAP3K7,cytosol,110,,Large Protein Complex,Mostly Cytosolic
PITPNB,cytosol,110,,Golgi,Mostly Cytosolic
POLA2,unclassified,110,,,Mostly Cytosolic
PRKAA2,cytosol,110,,,Nuclear and Cytosolic
RPAP2,unclassified,110,,Large Protein Complex,Mostly Cytosolic
SASS6,unclassified,110,centrosome,Large Protein Complex,Organellar and Cytosolic
SMAD2,unclassified,110,,Large Protein Complex,Broad distribution
SPC25,unclassified,110,,Large Protein Complex,Broad distribution
TAB2,unclassified,110,,,Nuclear and Cytosolic
TRAFD1,cytosol,110,,Large Protein Complex,Mostly Cytosolic
TUBA1B,cytosol,110,,Large Protein Complex,Mostly Cytosolic
TUBB (Q5JP53),cytosol,110,,Large Protein Complex,Mostly Cytosolic
TUBB4B,unclassified,110,,Large Protein Complex,Mostly Cytosolic
TUBB8,cytosol,110,,Large Protein Complex,Broad distribution
UBA2,cytosol,110,,No Prediction,Mostly Cytosolic
UBR4,cytosol,110,,Large Protein Complex,Mostly Cytosolic
UCHL3,cytosol,110,,Large Protein Complex,Mostly Cytosolic
ABTB3,cytosol,111,,,
AKAP10,unclassified,111,,,Mostly Cytosolic
APBA3,cytosol,111,,,Organellar and Cytosolic
B1,cytosol,111,,,
CALML3,unclassified,111,,,
CEP76,unclassified,111,centrosome,,Mostly Cytosolic
CPLANE1,cytosol,111,,Endosome,Organellar and Cytosolic
CYB5R4,cytosol,111,,,Mostly Cytosolic
DBR1,unclassified,111,,Large Protein Complex,Organellar and Cytosolic
DCTN3,cytosol,111,,Large Protein Complex,Broad distribution
DCTN6,early_endosome,111,,Endosome,Mostly Cytosolic
DGKQ,unclassified,111,,,
DPP9,cytosol,111,,Large Protein Complex,Mostly Cytosolic
EIF4G1 (E9PGM1),stress_granule,111,stress granule,Large Protein Complex,Organellar and Cytosolic
FADD,cytosol,111,,,Mostly Cytosolic
GCOM1,unclassified,111,,,
GID4,cytosol,111,,,Mostly Cytosolic
HID1,unclassified,111,,,
KDM4C,unclassified,111,,,
LCMT2,unclassified,111,,Large Protein Complex,Broad distribution
MACF1 (Q9UPN3),plasma_membrane,111,,Large Protein Complex,Organellar and Cytosolic
MOCOS,cytosol,111,,Large Protein Complex,Broad distribution
MYH14 (M0QY43),cytosol,111,,Actin binding proteins,Nuclear and Cytosolic
MZT1,unclassified,111,centrosome,Large Protein Complex,Organellar and Cytosolic
NIBAN1,unclassified,111,,Plasma membrane,Mostly Cytosolic
NLE1 (B4E074),unclassified,111,,Large Protein Complex,Nuclear and Cytosolic
PTK2 (Q05397),unclassified,111,,Large Protein Complex,Broad distribution
SEPSECS,cytosol,111,,,Mostly Cytosolic
UMAD1,cytosol,111,,,Mostly Cytosolic
UPP1,unclassified,111,,Large Protein Complex,Organellar and Cytosolic
VCAN,unclassified,111,,,
ZUP1,unclassified,111,,,
ALX1,nucleus,112,,,
ATRX (A0A096LNL9),nucleus,112,,,Mostly Nuclear
ATXN7,nucleus,112,,,Mostly Nuclear
CBF2,nucleus,112,,,
CHD3 (Q12873),nucleus,112,,,Nuclear and Cytosolic
EZH1,nucleus,112,,,Mostly Nuclear
INO80E,nucleus,112,,,Mostly Nuclear
MED17 (A0A384NYG5),nucleus,112,,Large Protein Complex,Broad distribution
MIGA2,nucleus,112,,,Mostly Organellar
N4BP2L2,nucleus,112,,,Mostly Nuclear
ORC2,nucleus,112,,,Mostly Nuclear
PALB2,nucleus,112,,,Mostly Nuclear
PBX3,nucleus,112,,,
PPM1D,nucleus,112,,,Nuclear and Cytosolic
PRDM2,nucleus,112,,,Mostly Nuclear
RAI1,nucleus,112,,,Mostly Nuclear
SKIL,nucleus,112,,,Nuclear and Cytosolic
SMDT1,nucleus,112,mitochondria,,
SPATA7,nucleus,112,,,
TADA2A,nucleus,112,,,Mostly Nuclear
TCAIM,nucleus,112,,,Mostly Organellar
TCF7L2,nucleus,112,,,Mostly Nuclear
TFDP2,nucleus,112,,,
TLK2 (D3DU05),nucleus,112,,Large Protein Complex,Broad distribution
TTC14,nucleus,112,,,Mostly Nuclear
ZDBF2,nucleus,112,,,
ZFHX4,nucleus,112,,,
ZHX3,nucleus,112,,,Mostly Nuclear
ZNF184,nucleus,112,,,Mostly Nuclear
ZNF236,nucleus,112,,,
ZNF618,nucleus,112,,,
ZNF646,nucleus,112,,,Nuclear and Cytosolic
ANKFY1,early_endosome,113,,Endosome,Mostly Cytosolic
APOB,early_endosome,113,,,
BECN1,early_endosome,113,,Endosome,Organellar and Cytosolic
CCDC22,early_endosome,113,,Large Protein Complex,Mostly Cytosolic
CCDC93,early_endosome,113,,Endosome,Mostly Cytosolic
COMMD1,early_endosome,113,,,Mostly Cytosolic
COMMD10,early_endosome,113,,Endosome,Mostly Cytosolic
COMMD2,early_endosome,113,,,Mostly Cytosolic
COMMD3-BMI1,early_endosome,113,,,
COMMD4,early_endosome,113,,Large Protein Complex,Mostly Cytosolic
COMMD5,early_endosome,113,,,Mostly Cytosolic
COMMD6,early_endosome,113,,,Mostly Cytosolic
COMMD7,early_endosome,113,,Large Protein Complex,Mostly Cytosolic
COMMD8,early_endosome,113,,,Mostly Cytosolic
COMMD9,early_endosome,113,,No Prediction,Mostly Cytosolic
DENND10,early_endosome,113,,,Mostly Cytosolic
ENTR1,early_endosome,113,,,Organellar and Cytosolic
ITCH,early_endosome,113,,Endosome,Organellar and Cytosolic
KIF16B,early_endosome,113,,Endosome,Organellar and Cytosolic
KLHL13,lysosome,113,,Endosome,Broad distribution
KLHL9,lysosome,113,,,
PXK,early_endosome,113,,,Mostly Organellar
RBSN,early_endosome,113,,Endosome,Organellar and Cytosolic
SLC36A1,lysosome,113,,,
TRIM14,early_endosome,113,,Lysosome,Mostly Organellar
VPS26C,early_endosome,113,,,
VPS35L,early_endosome,113,,,
WASHC2C,early_endosome,113,,,Mostly Cytosolic
WASHC3,early_endosome,113,,Endosome,Organellar and Cytosolic
WBP2,early_endosome,113,,,Mostly Cytosolic
WDR45B,early_endosome,113,,Lysosome,Organellar and Cytosolic
ZFYVE21,early_endosome,113,,Endosome,Mostly Organellar
A8KAL2[p],Golgi,114,,,
ARL1,Golgi,114,,Actin binding proteins,Broad distribution
B4GALT1,Golgi,114,Golgi,Golgi,Mostly Organellar
B4GALT3,Golgi,114,,Golgi,Mostly Organellar
CHST14,Golgi,114,,Golgi,Mostly Organellar
CUX1 (A0A2R8Y852),Golgi,114,,Golgi,Mostly Nuclear
DIPK2A,Golgi,114,,Golgi,Mostly Organellar
EBAG9,Golgi,114,,Large Protein Complex,Mostly Organellar
FAM20B,Golgi,114,Golgi,Golgi,Mostly Organellar
GALNT1,Golgi,114,Golgi,Golgi,Mostly Organellar
GLCE,Golgi,114,,,Mostly Organellar
GLT8D1,Golgi,114,Golgi,Golgi,Mostly Organellar
GOLGB1 (E7EU81),Golgi,114,Golgi,Golgi,Mostly Organellar
GOLM2,Golgi,114,Golgi,Golgi,Mostly Organellar
HS2ST1,Golgi,114,,Golgi,Mostly Organellar
KIAA2013,Golgi,114,Golgi,Golgi,Mostly Organellar
MAN1A1,Golgi,114,,Golgi,Organellar and Cytosolic
MAN1A2,Golgi,114,,Golgi,Mostly Organellar
MAN1B1,Golgi,114,Golgi,Golgi,Mostly Organellar
MAN2A1,Golgi,114,Golgi,Golgi,Mostly Organellar
MGAT1,Golgi,114,Golgi,Golgi,Mostly Organellar
MGAT2,Golgi,114,,Golgi,Mostly Organellar
NIPA2,Golgi,114,,Golgi,Mostly Organellar
PPM1L,Golgi,114,,Golgi,Mostly Organellar
QSOX2,Golgi,114,Golgi,Golgi,Mostly Organellar
SLC30A5,Golgi,114,Golgi,Golgi,Mostly Organellar
SLC35A1,Golgi,114,,Golgi,Organellar and Cytosolic
SLC35A2,Golgi,114,,,Mostly Organellar
SLC38A10,Golgi,114,,Plasma membrane,Mostly Organellar
TMEM165,Golgi,114,Golgi,Golgi,Mostly Organellar
UNC50,Golgi,114,,Plasma membrane,Mostly Organellar
UXS1,Golgi,114,,Golgi,Organellar and Cytosolic
ANKRD11,nucleus,115,,,Mostly Nuclear
ARID1B,nucleus,115,,,Mostly Nuclear
ATP5F1C (B4DL14),mitochondrion,115,mitochondria,Mitochondrion,Mostly Organellar
BCORL1 (Q5H9F3),nucleus,115,,,Mostly Nuclear
BDP1,nucleus,115,,,Mostly Nuclear
BRMS1,nucleus,115,,,Mostly Nuclear
C19orf47,nucleus,115,,,Mostly Nuclear
COX10,nucleus,115,,,
INTS13,nucleus,115,,Large Protein Complex,Nuclear and Cytosolic
ISL2,nucleus,115,,,
KAZN,nucleus,115,,,
KDM2B,nucleus,115,,,Nuclear and Cytosolic
KDM5B,nucleus,115,,,Mostly Nuclear
MED7,nucleus,115,,,Mostly Nuclear
MLLT3,nucleus,115,,,Mostly Nuclear
MNT,nucleus,115,,,Nuclear and Cytosolic
NSD3,nucleus,115,,,Mostly Nuclear
NUP98 (A0A142I7X2),ER,115,nuclear_pore,Nuclear pore complex,Broad distribution
PAX6,nucleus,115,,,Mostly Nuclear
PSMC3IP,nucleus,115,,,Mostly Nuclear
PWWP2A,nucleus,115,,,Mostly Nuclear
RBM10 (A0A0S2Z4X1),nucleus,115,,Large Protein Complex,Mostly Nuclear
REST,nucleus,115,,,Mostly Nuclear
SF1 (A0A024R566),nucleus,115,,Large Protein Complex,Broad distribution
SKI,nucleus,115,,,
USP48,nucleus,115,,,Mostly Nuclear
ZNF316,nucleus,115,,,Nuclear and Cytosolic
ZNF397,nucleus,115,,,
ZNF451,nucleus,115,,Large Protein Complex,Nuclear and Cytosolic
ZNF536,nucleus,115,,,
ZNF655,nucleus,115,,,Mostly Nuclear
AGGF1,cytosol,116,,,Mostly Cytosolic
AKTIP,cytosol,116,,,Mostly Cytosolic
ANKRD44,cytosol,116,,,Mostly Cytosolic
APEX2,cytosol,116,,Large Protein Complex,Organellar and Cytosolic
ASL,cytosol,116,,,Mostly Cytosolic
CASP9,cytosol,116,,,Mostly Cytosolic
CCNL2,cytosol,116,,,Mostly Cytosolic
CHMP1A (F5H875),cytosol,116,,Endosome,Organellar and Cytosolic
CSAD,cytosol,116,,,Mostly Cytosolic
DCK,cytosol,116,,,Mostly Cytosolic
FBXO46,cytosol,116,,,Mostly Cytosolic
GCA,cytosol,116,,,Mostly Cytosolic
GSDME,cytosol,116,,Large Protein Complex,Mostly Cytosolic
LONRF2,cytosol,116,,,
PLCG1,cytosol,116,,,Mostly Cytosolic
PRMT7,cytosol,116,,,Mostly Cytosolic
PTER,cytosol,116,,,Mostly Cytosolic
RAD9A,cytosol,116,,,Mostly Cytosolic
RBBP9,cytosol,116,,,Mostly Cytosolic
RIPK2,cytosol,116,,,Mostly Cytosolic
SERPINB1,cytosol,116,,Large Protein Complex,Mostly Cytosolic
SERPINB6,cytosol,116,,Large Protein Complex,Mostly Cytosolic
SRR,cytosol,116,,,Mostly Cytosolic
STAT2,cytosol,116,,,Mostly Cytosolic
TCEA2,cytosol,116,,,
TTC38,cytosol,116,,,Mostly Cytosolic
UNC119,cytosol,116,,,Mostly Cytosolic
VCPKMT,cytosol,116,,,Mostly Cytosolic
WRNIP1,cytosol,116,,,Mostly Cytosolic
YAE1,cytosol,116,,,Mostly Cytosolic
ZNG1B,cytosol,116,,,Mostly Cytosolic
ANAPC1,unclassified,117,,Large Protein Complex,Nuclear and Cytosolic
BBS2,unclassified,117,,,
CC2D1B (H7C1U3),cytosol,117,,,Broad distribution
CCHCR1,unclassified,117,,,Organellar and Cytosolic
DNAJB6 (O75190),unclassified,117,,Large Protein Complex,Broad distribution
DTL,unclassified,117,,Large Protein Complex,Nuclear and Cytosolic
HAUS1,unclassified,117,,,Broad distribution
HAUS4,unclassified,117,,Large Protein Complex,Organellar and Cytosolic
HAUS7,unclassified,117,,Large Protein Complex,Organellar and Cytosolic
HAUS8,unclassified,117,,Large Protein Complex,Organellar and Cytosolic
IFT172,unclassified,117,,,
IFT43,unclassified,117,,,Mostly Organellar
IFT52,unclassified,117,,,
IFT56,unclassified,117,,,Organellar and Cytosolic
IQCB1,unclassified,117,,,Organellar and Cytosolic
IRF2BP2,unclassified,117,,Large Protein Complex,Nuclear and Cytosolic
KIZ,unclassified,117,,,
MZT2B,unclassified,117,centrosome,,Organellar and Cytosolic
NARF,cytosol,117,,,Mostly Cytosolic
NEDD1,unclassified,117,centrosome,Large Protein Complex,Mostly Organellar
POLR3E,unclassified,117,,Large Protein Complex,Broad distribution
PPP1R35,unclassified,117,,Large Protein Complex,Organellar and Cytosolic
PRPF18,unclassified,117,,,Mostly Nuclear
RIPOR1,cytosol,117,,,Mostly Cytosolic
SCLT1,unclassified,117,centrosome,,Organellar and Cytosolic
SPTB,unclassified,117,,Large Protein Complex,Broad distribution
TBL1XR1,unclassified,117,,Large Protein Complex,Nuclear and Cytosolic
TRAF3IP1,unclassified,117,,,Organellar and Cytosolic
TUBGCP2,unclassified,117,,Large Protein Complex,Organellar and Cytosolic
TUBGCP3,unclassified,117,centrosome,Large Protein Complex,Organellar and Cytosolic
ZNHIT2,cytosol,117,,,Mostly Cytosolic
ABL2,unclassified,118,,Large Protein Complex,Organellar and Cytosolic
ANAPC4,nucleus,118,,,Nuclear and Cytosolic
ARHGAP5,plasma_membrane,118,,Large Protein Complex,Broad distribution
ARIH1,cytosol,118,,Large Protein Complex,Nuclear and Cytosolic
BUB1,unclassified,118,,,Nuclear and Cytosolic
C19orf44,unclassified,118,,,
CCNA2,unclassified,118,,Large Protein Complex,Broad distribution
CDC123,unclassified,118,,Large Protein Complex,Mostly Cytosolic
CEP85,unclassified,118,centrosome,Large Protein Complex,Mostly Cytosolic
CUEDC2,cytosol,118,,,Mostly Cytosolic
CWF19L1,unclassified,118,,Large Protein Complex,Organellar and Cytosolic
DDX11,cytosol,118,,Large Protein Complex,Organellar and Cytosolic
DSN1,unclassified,118,,,Nuclear and Cytosolic
GSE1,unclassified,118,,Large Protein Complex,Mostly Cytosolic
HDAC3,unclassified,118,,Large Protein Complex,Nuclear and Cytosolic
IFT57,unclassified,118,,,
INPP4A,unclassified,118,,,Mostly Cytosolic
IRF2BP1,unclassified,118,,Large Protein Complex,Broad distribution
MIS12,nucleus,118,,,Mostly Nuclear
NEK7,unclassified,118,,Large Protein Complex,Organellar and Cytosolic
NFATC2IP,unclassified,118,,,Mostly Cytosolic
POLR3F,cytosol,118,,,Nuclear and Cytosolic
RNASEH2A,unclassified,118,,Large Protein Complex,Nuclear and Cytosolic
RNASEH2B,unclassified,118,,Large Protein Complex,Broad distribution
RNASEH2C,unclassified,118,,Large Protein Complex,Nuclear and Cytosolic
RNF20,unclassified,118,,Large Protein Complex,Broad distribution
RPRD1B,unclassified,118,,Large Protein Complex,Nuclear and Cytosolic
SETDB1,cytosol,118,,,Nuclear and Cytosolic
SHC1,cytosol,118,,Actin binding proteins,Broad distribution
SRRD,unclassified,118,,,
YJU2,unclassified,118,,,Nuclear and Cytosolic
AURKA,nucleus,119,,Large Protein Complex,Broad distribution
AURKB (B2RC06),nucleus,119,,Large Protein Complex,Mostly Nuclear
AURKB (Q96GD4),nucleus,119,,Large Protein Complex,Mostly Nuclear
BYSL,nucleus,119,,Large Protein Complex,Nuclear and Cytosolic
CDC16,nucleus,119,,Large Protein Complex,Nuclear and Cytosolic
CDC6,nucleus,119,,Large Protein Complex,Mostly Organellar
CDC7,nucleus,119,,Large Protein Complex,Organellar and Cytosolic
CEP55,nucleus,119,centrosome,Large Protein Complex,Organellar and Cytosolic
DCAF12,nucleus,119,,,Organellar and Cytosolic
FAM133B,nucleus,119,,Large Protein Complex,Broad distribution
FAM32A,nucleus,119,,Large Protein Complex,Broad distribution
hCG_2002731,nucleus,119,,,
HELLS (Q9NRZ9),nucleus,119,,Large Protein Complex,Mostly Nuclear
HOXB9,nucleus,119,,,
ISG20L2,nucleolus,119,,Large Protein Complex,Broad distribution
METTL8,nucleus,119,,,Mostly Organellar
MORF4L1,nucleus,119,,Large Protein Complex,Broad distribution
MORF4L2,nucleus,119,,Large Protein Complex,Broad distribution
MPG,nucleus,119,,Large Protein Complex,Broad distribution
MRFAP1,nucleus,119,,Large Protein Complex,Nuclear and Cytosolic
MYO9A,nucleus,119,,,Mostly Cytosolic
NAA10,nucleus,119,,Large Protein Complex,Broad distribution
NHP2,nucleus,119,,Large Protein Complex,Broad distribution
NSMCE2,nucleus,119,,Large Protein Complex,Broad distribution
NTHL1,nucleus,119,,Large Protein Complex,Mostly Nuclear
NUSAP1,nucleus,119,,Large Protein Complex,Broad distribution
PRPF40A,nucleus,119,,Large Protein Complex,Mostly Nuclear
SERF2,nucleus,119,,Large Protein Complex,Organellar and Cytosolic
THYN1,nucleus,119,,Large Protein Complex,Broad distribution
TTK,nucleus,119,,Large Protein Complex,Broad distribution
USP3,nucleus,119,,,Mostly Nuclear
CCAR2,nucleus,120,,Large Protein Complex,Nuclear and Cytosolic
CDC23,nucleus,120,,Large Protein Complex,Nuclear and Cytosolic
CDK12,nucleus,120,,Large Protein Complex,Broad distribution
CPSF6,nucleus,120,,Large Protein Complex,Broad distribution
EXOSC1,nucleolus,120,,Large Protein Complex,Nuclear and Cytosolic
EXOSC4,nucleus,120,,Large Protein Complex,Nuclear and Cytosolic
KIF2C,nucleus,120,,Large Protein Complex,Broad distribution
MAGOH,nucleus,120,,Large Protein Complex,Broad distribution
MEN1,nucleus,120,,,Mostly Nuclear
POLR2L,nucleus,120,,Large Protein Complex,Nuclear and Cytosolic
PPIH,nucleus,120,,Large Protein Complex,Nuclear and Cytosolic
PRPF31,nucleus,120,,Large Protein Complex,Nuclear and Cytosolic
RAVER1,nucleus,120,,Large Protein Complex,Mostly Nuclear
RBM22,nucleus,120,,Large Protein Complex,Broad distribution
RBM8A,nucleus,120,,Large Protein Complex,Broad distribution
