CHO_ID	CHO_SYM	HUMAN_ID	HUMAN_SYM
100774690	Wnt11	7481	WNT11
100774691	Stum	375057	STUM
100774692	LOC100774692	26529	OR12D2
100774694	Rab23	51715	RAB23
100774695	Isoc2	79763	ISOC2
100774696	Arap1	116985	ARAP1
100774697	Psmg1	8624	PSMG1
100774700	Syngr1	9145	SYNGR1
100774701	Sbno1	55206	SBNO1
100774702	Styk1	55359	STYK1
100774705	Apoc3	345	APOC3
100774706	Tfdp1	7027	TFDP1
100774709	Kcnj13	3769	KCNJ13
100774710	Ptger2	5732	PTGER2
100774711	LOC100774711	3001	GZMA
100774713	Vps35l	57020	VPS35L
100774714	Trim55	84675	TRIM55
100774715	Dennd3	22898	DENND3
100774716	LOC100774716	390072	OR52N4
100774718	Tmem132a	54972	TMEM132A
100774720	Tmem135	65084	TMEM135
100774722	Gpbar1	151306	GPBAR1
100774725	LOC100774725	10249	GLYAT
100774727	Dnttip2	30836	DNTTIP2
100774728	Ntf3	4908	NTF3
100774729	Gnrh1	2796	GNRH1
100774731	Jhy	79864	JHY
100774732	Phyh	5264	PHYH
100774733	Cdkn2c	1031	CDKN2C
100774734	Abcb10	23456	ABCB10
100774735	Sobp	55084	SOBP
100774736	Smagp	57228	SMAGP
100774737	Mfge8	4240	MFGE8
100774739	Pdgfrl	5157	PDGFRL
100774741	Brinp1	1620	BRINP1
100774743	Lonrf1	91694	LONRF1
100774744	Mmp2	4313	MMP2
100774746	Chrnb3	1142	CHRNB3
100774747	Gdpd5	81544	GDPD5
100774748	Habp2	3026	HABP2
100774750	Etv4	2118	ETV4
100774757	Dio2	1734	DIO2
100774758	Dusp16	80824	DUSP16
100774759	Rhob	388	RHOB
100774762	Nme5	8382	NME5
100774763	Hyi	81888	HYI
100774766	Cacnb2	783	CACNB2
100774767	Snca	6622	SNCA
100774768	LOC100774768	441168	CALHM6
100774769	Dact2	168002	DACT2
100774770	Hrh4	59340	HRH4
100774771	Hspb9	94086	HSPB9
100774773	LOC100774773	29796	UQCR10
100774774	Hspb6	126393	HSPB6
100774775	Capg	822	CAPG
100774776	Hcfc2	29915	HCFC2
100774777	Oxsr1	9943	OXSR1
100774778	Khdrbs2	202559	KHDRBS2
100774781	Slc39a3	29985	SLC39A3
100774782	Naa10	8260	NAA10
100774783	Rnf138	51444	RNF138
100774784	Ano5	203859	ANO5
100774785	LOC100774785	1350	COX7C
100774786	LOC100774786	79582	SPAG16
100774788	Fam186a	121006	FAM186A
100774789	Pcyox1	51449	PCYOX1
100774790	Sphk2	56848	SPHK2
100774792	LOC100774792	29119	CTNNA3
100774795	Tedc2	80178	TEDC2
100774796	Arpc1b	10095	ARPC1B
100774797	Rassf7	8045	RASSF7
100774799	Esd	2098	ESD
100774801	Asphd1	253982	ASPHD1
100774802	Necap1	25977	NECAP1
100774803	Ap4m1	9179	AP4M1
100774805	Gas2l2	246176	GAS2L2
100774806	LOC100774806	391191	OR2AK2
100774807	Ephb3	2049	EPHB3
100774810	Erich4	100170765	ERICH4
100774811	Cyth2	9266	CYTH2
100774814	Timm21	29090	TIMM21
100774815	Gcnt3	9245	GCNT3
100774816	Mmrn2	79812	MMRN2
100774818	Rtp1	132112	RTP1
100774819	Rab37	326624	RAB37
100774821	Nle1	54475	NLE1
100774823	Dkk2	27123	DKK2
100774824	Epn2	22905	EPN2
100774825	Nhsl1	57224	NHSL1
100774826	Sorcs2	57537	SORCS2
100774827	Tekt5	146279	TEKT5
100774828	Wdr77	79084	WDR77
100774830	Hacd4	401494	HACD4
100774831	Ddx17	10521	DDX17
100774832	Szrd1	26099	SZRD1
100774833	Stx8	9482	STX8
100774834	Apip	51074	APIP
100774835	Ccdc88b	283234	CCDC88B
100774839	Oxtr	5021	OXTR
100774841	Arhgef4	50649	ARHGEF4
100774842	Hvcn1	84329	HVCN1
100774844	Ca2	760	CA2
100774846	Lamtor5	10542	LAMTOR5
100774848	Ocrl	4952	OCRL
100774849	LOC100774849	7473	WNT3
100774852	Bora	79866	BORA
100774853	Pdha1	5160	PDHA1
100774854	Hoxb5	3215	HOXB5
100774855	Tnmd	64102	TNMD
100774857	LOC100774857	128367	OR10X1
100774858	Elovl4	6785	ELOVL4
100774859	Mapk1ip1l	93487	MAPK1IP1L
100774860	Slc18a2	6571	SLC18A2
100774862	Rgs9	8787	RGS9
100774864	Slc2a10	81031	SLC2A10
100774865	Azin2	113451	AZIN2
100774867	Mgst1	4257	MGST1
100774868	Raly	22913	RALY
100774869	Lrrc7	57554	LRRC7
100774870	Cks1b	1163	CKS1B
100774871	Khsrp	8570	KHSRP
100774872	Pecam1	5175	PECAM1
100774873	Bcl2	596	BCL2
100774874	Fst	10468	FST
100774875	Fbxo48	554251	FBXO48
100774876	Trmt2a	27037	TRMT2A
100774877	C2cd4c	126567	C2CD4C
100774878	Pdhb	5162	PDHB
100774879	LOC100774879	6637	SNRPG
100774881	LOC100774881	390648	OR4F6
100774882	Zfr	51663	ZFR
100774883	Rab44	401258	RAB44
100774885	Tas2r40	259286	TAS2R40
100774886	Pde4b	5142	PDE4B
100774887	Csmd3	114788	CSMD3
100774890	Rev3l	5980	REV3L
100774891	Elmsan1	91748	ELMSAN1
100774892	Xkr9	389668	XKR9
100774893	Ano1	55107	ANO1
100774895	Tor3a	64222	TOR3A
100774896	Ihh	3549	IHH
100774897	Rab2b	84932	RAB2B
100774898	Psd	5662	PSD
100774899	Dele1	9812	DELE1
100774903	Mcm3	4172	MCM3
100774904	Hmgn5	79366	HMGN5
100774906	Thpo	7066	THPO
100774907	LOC100774907	11022	TDRKH
100774909	Ints2	57508	INTS2
100774910	Ampd2	271	AMPD2
100774911	Znf629	23361	ZNF629
100774912	LOC100774912	9229	DLGAP1
100774913	Xpnpep1	7511	XPNPEP1
100774917	Cckar	886	CCKAR
100774918	Tgfb2	7042	TGFB2
100774919	Hsdl1	83693	HSDL1
100774921	Nsmce4a	54780	NSMCE4A
100774923	Jade3	9767	JADE3
100774924	Scaf8	22828	SCAF8
100774925	Ssna1	8636	SSNA1
100774926	Sp3	6670	SP3
100774927	Dpysl4	10570	DPYSL4
100774930	Mthfr	4524	MTHFR
100774931	Apba1	320	APBA1
100774933	Cntf	1270	CNTF
100774934	Rpusd3	285367	RPUSD3
100774936	Brms1l	84312	BRMS1L
100774937	Tmem69	51249	TMEM69
100774939	Zbtb37	84614	ZBTB37
100774941	Fblim1	54751	FBLIM1
100774943	Cdhr2	54825	CDHR2
100774947	Bco2	83875	BCO2
100774950	Slc27a1	376497	SLC27A1
100774952	Cd180	4064	CD180
100774953	Gnptab	79158	GNPTAB
100774954	LOC100774954	7678	ZNF124
100774955	Cish	1154	CISH
100774957	Pxdn	7837	PXDN
100774958	Ift140	9742	IFT140
100774959	Sstr5	6755	SSTR5
100774960	Pxmp2	5827	PXMP2
100774962	Tmem178b	100507421	TMEM178B
100774965	Polb	5423	POLB
100774968	Slc22a15	55356	SLC22A15
100774969	Pde1c	5137	PDE1C
100774970	Melk	9833	MELK
100774971	Pigo	84720	PIGO
100774972	Tcte3	6991	TCTE3
100774973	Reg4	83998	REG4
100774974	LOC100774974	5817	PVR
100774977	Vasn	114990	VASN
100774981	Dgat2	84649	DGAT2
100774983	Itpkb	3707	ITPKB
100774985	Accs	84680	ACCS
100774987	Zpld1	131368	ZPLD1
100774990	Pdgfb	5155	PDGFB
100774991	Stam2	10254	STAM2
100774995	Apoa4	337	APOA4
100774999	LOC100774999	5729	PTGDR
100775000	Gpx8	493869	GPX8
100775002	Ccp110	9738	CCP110
100775003	Slc45a4	57210	SLC45A4
100775004	Slc16a1	6566	SLC16A1
100775005	Slc15a3	51296	SLC15A3
100775006	Fgd5	152273	FGD5
100775007	Med23	9439	MED23
100775009	Aamp	14	AAMP
100775014	Ano2	57101	ANO2
100775015	Cdca2	157313	CDCA2
100775017	Sephs1	22929	SEPHS1
100775019	Rhou	58480	RHOU
100775020	Sec63	11231	SEC63
100775021	Dazap2	9802	DAZAP2
100775022	Pelp1	27043	PELP1
100775024	LOC100775024	8748	ADAM20
100775027	Slc30a8	169026	SLC30A8
100775030	Adrb3	155	ADRB3
100775032	LOC100775032	4696	NDUFA3
100775034	Zhx1	11244	ZHX1
100775038	Arhgap10	79658	ARHGAP10
100775039	Reep3	221035	REEP3
100775040	Tshr	7253	TSHR
100775042	Pum2	23369	PUM2
100775044	Defb115	245929	DEFB115
100775045	Fam13b	51306	FAM13B
100775047	Sdf2l1	23753	SDF2L1
100775048	Itgb3	3690	ITGB3
100775049	Ccser1	401145	CCSER1
100775050	Dse	29940	DSE
100775052	Znf521	25925	ZNF521
100775053	Kcnh4	23415	KCNH4
100775056	Ascc2	84164	ASCC2
100775057	Igflr1	79713	IGFLR1
100775058	Elmod3	84173	ELMOD3
100775059	Nt5dc3	51559	NT5DC3
100775060	Myd88	4615	MYD88
100775061	Fndc3a	22862	FNDC3A
100775062	Tex10	54881	TEX10
100775063	Apof	319	APOF
100775064	Pde3b	5140	PDE3B
100775065	Cwc15	51503	CWC15
100775066	Arhgap4	393	ARHGAP4
100775067	Rnf125	54941	RNF125
100775069	Dusp12	11266	DUSP12
100775073	Larp4	113251	LARP4
100775074	Tia1	7072	TIA1
100775075	Wnt8b	7479	WNT8B
100775076	Dbp	1628	DBP
100775078	Tusc3	7991	TUSC3
100775079	Il1b	3553	IL1B
100775082	LOC100775082	64063	PRSS22
100775083	Arpc1a	10552	ARPC1A
100775084	Phrf1	57661	PHRF1
100775085	Klf10	7071	KLF10
100775088	Sez6l2	26470	SEZ6L2
100775089	Clec4d	338339	CLEC4D
100775090	Taf6	6878	TAF6
100775092	Tapbp	6892	TAPBP
100775093	Slc18b1	116843	SLC18B1
100775094	Rasl10b	91608	RASL10B
100775097	Eif5a2	56648	EIF5A2
100775103	Fam69c	125704	FAM69C
103158533	Ace	1636	ACE
103158534	LOC103158534	2778	GNAS
103158535	Idh2	3418	IDH2
103158539	Cpeb4	80315	CPEB4
103158541	LOC103158541	5605	MAP2K2
103158543	Taf9	6880	TAF9
103158546	Msantd3	91283	MSANTD3
103158562	Znf623	9831	ZNF623
103158563	Rbp7	116362	RBP7
103158564	LOC103158564	84962	AJUBA
103158569	LOC103158569	11165	NUDT3
103158571	LOC103158571	55034	MOCOS
103158573	LOC103158573	3813	KIR3DS1
103158578	Znf624	57547	ZNF624
103158591	Pla2g4d	283748	PLA2G4D
103158593	Rpl29	6159	RPL29
103158601	Znf329	79673	ZNF329
103158602	Vpreb1	7441	VPREB1
103158664	LOC103158664	84959	UBASH3B
103158667	Col4a3	1285	COL4A3
103158701	LOC103158701	2765	GML
103158703	LOC103158703	3681	ITGAD
103158710	Fer1l6	654463	FER1L6
103158730	LOC103158730	3832	KIF11
103158732	Rpn2	6185	RPN2
103158733	LOC103158733	7553	ZNF7
103158746	Clec19a	728276	CLEC19A
103158748	LOC103158748	1439	CSF2RB
103158751	LOC103158751	1286	COL4A4
103158759	LOC103158759	202374	STK32A
103158768	Manba	4126	MANBA
103158780	Pdpn	10630	PDPN
103158792	LOC103158792	414328	IDNK
103158800	Col14a1	7373	COL14A1
103158819	Hmga2	8091	HMGA2
103158824	LOC103158824	93594	TBC1D31
103158836	LOC103158836	312	ANXA13
103158844	Washc5	9897	WASHC5
103158846	LOC103158846	51105	PHF20L1
103158851	LOC103158851	201299	RDM1
103158860	LOC103158860	157769	FAM91A1
103158861	LOC103158861	1350	COX7C
103158862	Derl1	79139	DERL1
103158867	LOC103158867	25984	KRT23
103158869	LOC103158869	27085	MTBP
103158874	LOC103158874	114826	SMYD4
103158881	LOC103158881	6873	TAF2
103158884	Fbxo32	114907	FBXO32
103158905	LOC103158905	1659	DHX8
103158907	LOC103158907	284110	GSDMA
103158908	LOC103158908	55093	WDYHV1
103158950	LOC103158950	11151	CORO1A
103158984	LOC103158984	8987	STBD1
103158989	LOC103158989	7380	UPK3A
103159000	LOC103159000	286053	NSMCE2
103159024	Dscc1	79075	DSCC1
103159091	LOC103159091	54502	RBM47
103159095	LOC103159095	201299	RDM1
103159103	LOC103159103	403284	OR6C68
103159123	LOC103159123	28978	TMEM14A
103159142	LOC103159142	8887	TAX1BP1
103159152	LOC103159152	283948	NHLRC4
103159153	LOC103159153	3049	HBQ1
103159155	Metrn	79006	METRN
103159167	Slc16a11	162515	SLC16A11
103159168	Sdf4	51150	SDF4
103159179	LOC103159179	285598	ARL10
103159222	LOC103159222	8655	DYNLL1
103159266	LOC103159266	1647	GADD45A
103159277	LOC103159277	284346	ZNF575
103159278	Fbxo46	23403	FBXO46
103159279	LOC103159279	3171	FOXA3
103159285	LOC103159285	1087	CEACAM7
103159287	LOC103159287	126298	IRGQ
103159288	LOC103159288	199731	CADM4
103159289	LOC103159289	56269	IRGC
103159291	Apoc1	341	APOC1
103159292	LOC103159292	11129	CLASRP
103159293	LOC103159293	162979	ZNF296
103159294	LOC103159294	284353	NKPD1
103159295	LOC103159295	147700	KLC3
103159298	Ppm1n	151742	PPM1L
103159298	Ppm1n	147699	PPM1N
103159300	LOC103159300	80207	OPA3
103159301	LOC103159301	2828	GPR4
103159302	LOC103159302	1760	DMPK
103159309	LOC103159309	26036	ZNF451
103159315	LOC103159315	432355	SLURP2
103159338	LOC103159338	81491	GPR63
103159346	Ctxn1	404217	CTXN1
103159347	Fbn3	84467	FBN3
103159360	LOC103159360	55432	YOD1
103159367	Mia	8190	MIA
103159368	Shkbp1	92799	SHKBP1
103159380	LOC103159380	286	ANK1
103159395	LOC103159395	283807	FBXL22
103159405	Taf6l	10629	TAF6L
103159417	LOC103159417	6638	SNRPN
103159417	LOC103159417	8926	SNURF
103159421	Fam92b	339145	FAM92B
103159440	LOC103159440	5671	PSG3
103159442	LOC103159442	57469	PNMA8B
103159443	LOC103159443	83987	CCDC8
103159460	Ube2v1	7335	UBE2V1
103159476	LOC103159476	84612	PARD6B
103159496	Cdca5	113130	CDCA5
103159499	Fosl1	8061	FOSL1
103159512	LOC103159512	27012	KCNV1
103159530	Fbxo9	26268	FBXO9
103159532	LOC103159532	79007	DBNDD1
103159537	Bcl2l2	599	BCL2L2
103159538	Rnf212b	100507650	RNF212B
103159565	Ccl1	6346	CCL1
103159649	B3gnt9	84752	B3GNT9
103159658	LOC103159658	100288814	CLDN34
103159664	LOC103159664	9797	TATDN2
103159691	LOC103159691	3221	HOXC4
103159708	LOC103159708	1258	CNGB1
103159709	Timm8a	1678	TIMM8A
103159741	Lrtm1	57408	LRTM1
103159751	LOC103159751	414919	C8orf82
103159753	Scrt1	83482	SCRT1
103159760	Tmem249	340393	TMEM249
103159761	LOC103159761	340390	WDR97
103159767	Ct83	203413	CT83
103159779	Clec20a	400797	CLEC20A
103159781	LOC103159781	648791	PPP1R3G
103159791	LOC103159791	9518	GDF15
103159796	Zcchc10	54819	ZCCHC10
103159798	Cdkn2aipnl	91368	CDKN2AIPNL
103159802	Zfp2	80108	ZFP2
103159803	LOC103159803	134548	SOWAHA
103159804	Shroom1	134549	SHROOM1
103159810	Pfdn4	5203	PFDN4
103159814	LOC103159814	1611	DAP
103159815	Igsf6	10261	IGSF6
103159821	Thap5	168451	THAP5
103159828	Gsg1l2	644070	GSG1L2
103159839	LOC103159839	28955	DEXI
103159853	Rnf212	285498	RNF212
103159861	Slc26a1	10861	SLC26A1
103159887	Smim13	221710	SMIM13
103159902	LOC103159902	4808	NHLH2
103159907	LOC103159907	392617	ELFN1
103159910	Tsga13	114960	TSGA13
103159912	Lrrc4	64101	LRRC4
103159920	LOC103159920	29978	UBQLN2
103159924	Gar1	54433	GAR1
103159964	Tmem253	643382	TMEM253
103159995	LOC103159995	51333	ZNF771
103160001	Kank3	256949	KANK3
103160037	LOC103160037	1163	CKS1B
103160047	Lelp1	149018	LELP1
103160050	Smcp	4184	SMCP
103160070	Ly6g5c	80741	LY6G5C
103160074	LOC103160074	81615	TMEM163
103160084	Iqcj	654502	IQCJ
103160089	LOC103160089	497661	C18orf32
103160090	LOC103160090	9811	CTIF
103160092	LOC103160092	79868	ALG13
103160093	LOC103160093	100329135	TRPC5OS
103160107	Cdh4	1002	CDH4
103160108	LOC103160108	89853	MVB12B
103160111	LOC103160111	1406	CRX
103160118	LOC103160118	84890	ADO
103160128	LOC103160128	125111	GJD3
103160128	LOC103160128	57165	GJC2
103160129	LOC103160129	79169	C1orf35
103160136	Twf2	11344	TWF2
103160151	LOC103160151	1875	E2F5
103160153	LOC103160153	147183	KRT25
103160164	Adra1b	147	ADRA1B
103160173	LOC103160173	114787	GPRIN1
103160193	LOC103160193	83940	TATDN1
103160199	LOC103160199	55681	SCYL2
103160233	LOC103160233	26534	OR10G2
103160241	Gtf2h4	2968	GTF2H4
103160248	LOC103160248	170680	PSORS1C2
103160256	LOC103160256	56751	BARHL1
103160258	LOC103160258	85453	TSPYL5
103160260	LOC103160260	345079	SOWAHB
103160264	LOC103160264	54093	SETD4
103160267	LOC103160267	147808	ZNF784
103160268	LOC103160268	147807	ZNF524
103160277	LOC103160277	29903	CCDC106
103160287	Tdrd15	100129278	TDRD15
103160294	LOC103160294	9119	KRT75
103160301	Cxcr6	10663	CXCR6
103160302	Znf660	285349	ZNF660
103160311	Churc1	91612	CHURC1
103160326	B9d2	80776	B9D2
103160327	B3gnt8	374907	B3GNT8
103160330	Dedd2	162989	DEDD2
103160331	Znf526	116115	ZNF526
103160341	Oaz1	4946	OAZ1
103160345	LOC103160345	4726	NDUFS6
103160351	Fstl3	10272	FSTL3
103160353	Fgf22	27006	FGF22
103160355	Spaca7	122258	SPACA7
103160361	Atp5mf	9551	ATP5MF
103160362	Zkscan5	23660	ZKSCAN5
103160365	Tmem225b	100289187	TMEM225B
103160385	LOC103160385	57616	TSHZ3
103160389	Emc6	83460	EMC6
103160391	LOC103160391	83903	HASPIN
103160410	LOC103160410	162461	TMEM92
103160432	LOC103160432	387882	C12orf75
103160451	Tma7	51372	TMA7
103160459	Dcp1b	196513	DCP1B
103160463	LOC103160463	51348	KLRF1
103160474	Ubfd1	56061	UBFD1
103160480	LOC103160480	389658	ALKAL1
103160498	LOC103160498	25873	RPL36
103160501	LOC103160501	7549	ZNF2
103160508	LOC103160508	440503	PLIN5
103160520	LOC103160520	83943	IMMP2L
103160535	LOC103160535	65078	RTN4R
103160548	LOC103160548	9935	MAFB
103160584	LOC103160584	79156	PLEKHF1
103160592	LOC103160592	57523	NYNRIN
103160615	Ifnb1	3456	IFNB1
103160631	LOC103160631	9873	FCHSD2
103160646	LOC103160646	51655	RASD1
103160650	LOC103160650	201164	PLD6
103160652	LOC103160652	23326	USP22
103160654	LOC103160654	146802	SLC47A2
103160657	LOC103160657	392255	GDF6
103160658	LOC103160658	643338	C15orf62
103160659	LOC103160659	54866	PPP1R14D
103160677	LOC103160677	3150	HMGN1
103160686	Tmem125	128218	TMEM125
103160689	LOC103160689	6124	RPL4
103160692	LOC103160692	286234	SPATA31E1
103160701	LOC103160701	83983	TSSK6
103160707	LOC103160707	126755	LRRC38
103160710	Cnih1	10175	CNIH1
103160724	LOC103160724	9421	HAND1
103160754	Srp9	6726	SRP9
103160765	Tcerg1l	256536	TCERG1L
103160774	LOC103160774	11023	VAX1
103160795	Pou6f1	5463	POU6F1
103160812	LOC103160812	158800	RHOXF1
103160845	Scml1	6322	SCML1
103160846	Fbxo33	254170	FBXO33
103160864	Macrod2	140733	MACROD2
103160877	LOC103160877	55876	GSDMB
103160894	Ptges3l	100885848	PTGES3L
103160896	Hmbox1	79618	HMBOX1
103160899	LOC103160899	6496	SIX3
103160901	Actl10	170487	ACTL10
103160902	Efcab8	388795	EFCAB8
103160949	Celsr1	9620	CELSR1
103160952	LOC103160952	2203	FBP1
103160962	LOC103160962	116448	OLIG1
103160966	LOC103160966	79762	C1orf115
103160971	Nmnat3	349565	NMNAT3
103160978	LOC103160978	64798	DEPTOR
103160979	LOC103160979	79075	DSCC1
103161026	LOC103161026	169200	TMEM64
103161028	Rnf7	9616	RNF7
103161031	Mrps28	28957	MRPS28
103161033	Znf205	7755	ZNF205
103161036	Znf200	7752	ZNF200
103161042	Crocc2	728763	CROCC2
103161059	LOC103161059	51320	MEX3C
103161071	LOC103161071	1411	CRYBA1
103161085	LOC103161085	79888	LPCAT1
103161091	LOC103161091	3976	LIF
103161104	Hsd17b4	3295	HSD17B4
103161131	LOC103161131	3200	HOXA3
103161135	LOC103161135	23630	KCNE5
103161145	Xrcc3	7517	XRCC3
103161148	Rd3l	647286	RD3L
103161149	LOC103161149	64423	INF2
103161160	LOC103161160	5911	RAP2A
103161170	LOC103161170	84547	PGBD1
103161192	Bsph1	100131137	BSPH1
103161196	LOC103161196	403277	OR5K3
103161198	Btbd6	90135	BTBD6
103161217	Mpc1l	347411	MPC1L
103161231	LOC103161231	5459	POU4F3
103161241	Gvqw3	100506127	GVQW3
103161260	Grk6	2870	GRK6
103161266	Ovca2	124641	OVCA2
103161269	LOC103161269	1345	COX6C
103161272	LOC103161272	116039	OSR2
103161301	LOC103161301	29967	LRP12
103161311	Vsig4	11326	VSIG4
103161317	Cort	1325	CORT
103161318	LOC103161318	147923	ZNF420
103161319	Znf383	163087	ZNF383
103161332	Fscb	84075	FSCB
103161362	Lmnb1	4001	LMNB1
103161366	Pvrig	79037	PVRIG
103161395	LOC103161395	57191	VN1R1
103161402	LOC103161402	26952	SMR3A
103161413	Tceal9	51186	TCEAL9
103161421	Spag8	26206	SPAG8
103161429	LOC103161429	136853	SSC4D
103161430	LOC103161430	222183	SRRM3
103161430	LOC103161430	107987383	LOC107987383
103161439	LOC103161439	4099	MAG
103161440	LOC103161440	2865	FFAR3
103161441	Ffar2	2867	FFAR2
103161443	Psenen	55851	PSENEN
103161444	LOC103161444	79414	LRFN3
103161446	Zbtb32	27033	ZBTB32
103161457	LOC103161457	79139	DERL1
103161469	Gata6	2627	GATA6
103161486	LOC103161486	7681	MKRN3
103161487	Gpr183	1880	GPR183
103161496	LOC103161496	259230	SGMS1
103161506	LOC103161506	284252	KCTD1
103161507	LOC103161507	3005	H1F0
103161509	LOC103161509	10212	DDX39A
103161516	Slc39a7	7922	SLC39A7
103161518	LOC103161518	3112	HLA-DOB
103161527	Pcoth	542767	PCOTH
103161549	Dnah10	196385	DNAH10
103161563	LOC103161563	84666	RETNLB
103161564	LOC103161564	84666	RETNLB
103161576	CUNH19orf84	147646	C19orf84
103161591	LOC103161591	84518	CNFN
103161592	LOC103161592	284340	CXCL17
103161601	LOC103161601	100507679	MUC22
103161601	LOC103161601	107987510	LOC107987510
103161601	LOC103161601	107987442	LOC107987442
103161617	LOC103161617	85379	KIAA1671
103161633	LOC103161633	390010	NKX1-2
103161634	LOC103161634	2657	GDF1
103161641	Sdhaf1	644096	SDHAF1
103161642	Ppp1r14c	81706	PPP1R14C
103161652	Adra2c	152	ADRA2C
103161655	Defb1	1672	DEFB1
103161667	LOC103161667	10962	MLLT11
103161668	Psmd4	5710	PSMD4
103161679	LOC103161679	257236	CCDC96
103161688	Htr2b	3357	HTR2B
103161689	LOC103161689	93010	B3GNT7
103161695	LOC103161695	1032	CDKN2D
103161703	LOC103161703	124961	ZFP3
103161711	LOC103161711	10610	ST6GALNAC2
103161724	LOC103161724	79290	OR13A1
103161729	LOC103161729	9745	ZNF536
103161730	Apln	8862	APLN
103161738	LOC103161738	162461	TMEM92
103161739	LOC103161739	162461	TMEM92
103161750	LOC103161750	3201	HOXA4
103161765	Hmcn1	83872	HMCN1
103161768	Riox1	79697	RIOX1
103161788	LOC103161788	81575	APOLD1
103161790	LOC103161790	118426	BORCS5
103161800	LOC103161800	440400	RNASEK
103161801	LOC103161801	84316	NAA38
103161802	LOC103161802	92162	TMEM88
103161809	LOC103161809	342898	SYCN
103161811	LOC103161811	8193	DPF1
103161817	LOC103161817	284266	SIGLEC15
103161821	LOC103161821	79927	FAM110D
103161839	LOC103161839	57462	MYORG
103161843	Nell1	220001	VWCE
103161843	Nell1	4745	NELL1
103161880	Cbx6	23466	CBX6
103161885	Lrriq1	84125	LRRIQ1
103161887	LOC103161887	7547	ZIC3
103161893	LOC103161893	2213	FCGR2B
103161903	LOC103161903	3196	TLX2
103161913	LOC103161913	8325	FZD8
103161926	LOC103161926	51032	CELA2B
103161933	LOC103161933	55848	PLGRKT
103161970	Vcp	7415	VCP
103162003	LOC103162003	9997	SCO2
103162082	LOC103162082	201516	ZSCAN4
103162130	LOC103162130	347411	MPC1L
103162154	Dnajc30	84277	DNAJC30
103162159	LOC103162159	64377	CHST8
103162160	Fsbp	100861412	FSBP
103162167	LOC103162167	107985332	LOC107985332
103162168	Znf582	147948	ZNF582
103162181	Tsc22d1	8848	TSC22D1
103162187	LOC103162187	23641	LDOC1
103162199	LOC103162199	50839	TAS2R10
103162201	LOC103162201	10904	BLCAP
103162227	LOC103162227	256710	GLIPR1L1
103162228	LOC103162228	10326	SIRPB1
103162235	LOC103162235	57677	ZFP14
103162235	LOC103162235	7561	ZNF14
103162249	LOC103162249	8817	FGF18
103162266	March1	55016	MARCH1
103162271	LOC103162271	170394	PWWP2B
103162275	LOC103162275	51142	CHCHD2
103162276	LOC103162276	100288687	DUX4
103162285	Prlhr	2834	PRLHR
103162299	Tm7sf3	51768	TM7SF3
103162307	LOC103162307	3036	HAS1
103162332	Rnf8	9025	RNF8
103162334	LOC103162334	79817	MOB3B
103162359	Alms1	7840	ALMS1
103162366	LOC103162366	151449	GDF7
103162367	LOC103162367	113251	LARP4
103162373	LOC103162373	219954	OR9I1
103162378	LOC103162378	3167	HMX2
103162385	LOC103162385	1482	NKX2-5
103162393	LOC103162393	1654	DDX3X
103162413	LOC103162413	5349	FXYD3
103162414	LOC103162414	5348	FXYD1
103162416	LOC103162416	53822	FXYD7
103162417	LOC103162417	53827	FXYD5
103162425	Fam174b	400451	FAM174B
103162428	LOC103162428	9603	NFE2L3
103162432	LOC103162432	56967	C14orf132
103162442	LOC103162442	388960	C2orf78
103162454	Rpl30	6156	RPL30
103162476	LOC103162476	90871	DMAC1
103162500	LOC103162500	388272	C16orf87
103162505	Atmin	23300	ATMIN
103162507	LOC103162507	389084	SNORC
103162524	Angptl8	55908	ANGPTL8
103162526	Tspan16	26526	TSPAN16
103162528	Fate1	89885	FATE1
103162531	LOC103162531	4056	LTC4S
103162541	LOC103162541	4281	MID1
103162546	LOC103162546	57717	PCDHB16
103162548	LOC103162548	56131	PCDHB4
103162549	LOC103162549	26025	PCDHGA12
103162558	LOC103162558	5813	PURA
103162559	LOC103162559	56147	PCDHA1
103162561	LOC103162561	56144	PCDHA4
103162568	LOC103162568	56136	PCDHA13
103162569	LOC103162569	26167	PCDHB5
103162572	LOC103162572	26167	PCDHB5
103162576	LOC103162576	56121	PCDHB15
103162578	LOC103162578	56107	PCDHGA9
103162607	LOC103162607	388336	SHISA6
103162614	LOC103162614	2787	GNG5
103162619	Mrps35	60488	MRPS35
103162627	Bend5	79656	BEND5
103162632	LOC103162632	55138	FAM90A1
103162651	LOC103162651	4801	NFYB
103162682	LOC103162682	5458	POU4F2
103162685	Flywch2	114984	FLYWCH2
103162768	LOC103162768	107984745	LOC107984745
103162774	LOC103162774	5218	CDK14
103162776	LOC103162776	514	ATP5F1E
103162811	LOC103162811	55175	KLHL11
103162812	Slamf9	89886	SLAMF9
103162828	Pate2	399967	PATE2
103162874	LOC103162874	83902	KRTAP17-1
103162876	LOC103162876	100533177	KRTAP29-1
103162885	Plpp6	403313	PLPP6
103162895	LOC103162895	105372315	LOC105372315
103162910	Klln	100144748	KLLN
103162917	Ndufaf6	137682	NDUFAF6
103162933	LOC103162933	84851	TRIM52
103162946	Corin	10699	CORIN
103162957	LOC103162957	10656	KHDRBS3
103162963	LOC103162963	8840	WISP1
103162964	LOC103162964	6503	SLA
103162965	LOC103162965	7038	TG
103162966	LOC103162966	23167	EFR3A
