MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:102541	Tbx5	T-box 5	5		DNA-binding transcription factor activity			IDA		J:71818 	
MGI:102541	Tbx5	T-box 5	5		DNA-binding transcription factor activity			IDA		J:71845 	
MGI:102541	Tbx5	T-box 5	5		DNA-binding transcription factor activity			IDA		J:81154 	
MGI:102541	Tbx5	T-box 5	5		DNA-binding transcription factor activity			IDA		J:89500 	
MGI:102541	Tbx5	T-box 5	5		DNA-binding transcription factor activity			ISO	Q99593 	J:164563 	
MGI:102541	Tbx5	T-box 5	5		DNA-binding transcription factor activity			ISS	Q99593 	J:342587 	
MGI:102541	Tbx5	T-box 5	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:102541 MGI:1277234 MGI:1352483 MGI:1888496 MGI:1888984 MGI:1891158 MGI:1923615 MGI:98472 MGI:98493 O15119 O15178 PTN004251338 Q13207 Q99593 Q9UL17 Q9UMR3 	J:161428 	
MGI:102541	Tbx5	T-box 5	5		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q99593 	J:164563 	
MGI:102541	Tbx5	T-box 5	5		DNA-binding transcription factor activity, RNA polymerase II-specific			ISS	Q99593 	J:342587 	
MGI:102539	Tbx6	T-box 6	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:1888496 MGI:102541 MGI:1277234 MGI:1352483 MGI:1888984 MGI:1891158 MGI:1923615 MGI:98472 MGI:98493 O15119 O15178 PTN004251338 Q13207 Q99593 Q9UL17 Q9UMR3 	J:161428 	
MGI:102539	Tbx6	T-box 6	7		DNA-binding transcription repressor activity, RNA polymerase II-specific			IC	GO:0000122 GO:0000978 	J:342596 	
MGI:1261436	Tbx10	T-box 10	19		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:102541 MGI:1277234 MGI:1352483 MGI:1888496 MGI:1888984 MGI:1891158 MGI:1923615 MGI:98472 MGI:98493 O15119 O15178 PTN004251338 Q13207 Q99593 Q9UL17 Q9UMR3 	J:161428 	
MGI:1277234	Tbx15	T-box 15	3		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:102541 MGI:1277234 MGI:1352483 MGI:1888496 MGI:1888984 MGI:1891158 MGI:1923615 MGI:98472 MGI:98493 O15119 O15178 PTN004251338 Q13207 Q99593 Q9UL17 Q9UMR3 	J:161428 	
MGI:1277234	Tbx15	T-box 15	3		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:124772 	
MGI:1923615	Tbx18	T-box18	9		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:102541 MGI:1277234 MGI:1352483 MGI:1888496 MGI:1888984 MGI:1891158 MGI:1923615 MGI:98472 MGI:98493 O15119 O15178 PTN004251338 Q13207 Q99593 Q9UL17 Q9UMR3 	J:161428 	
MGI:1923615	Tbx18	T-box18	9		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:124772 	
MGI:1891158	Tbx19	T-box 19	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:68454 	
MGI:1891158	Tbx19	T-box 19	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IMP		J:68454 	
MGI:1891158	Tbx19	T-box 19	1		DNA-binding transcription factor activity			IDA		J:70462 	
MGI:1891158	Tbx19	T-box 19	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:102541 MGI:1277234 MGI:1352483 MGI:1888496 MGI:1888984 MGI:1891158 MGI:1923615 MGI:98472 MGI:98493 O15119 O15178 PTN004251338 Q13207 Q99593 Q9UL17 Q9UMR3 	J:161428 	
MGI:1888496	Tbx20	T-box 20	9		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:175199 	
MGI:1888496	Tbx20	T-box 20	9		DNA-binding transcription factor activity			IDA		J:89500 	
MGI:1888496	Tbx20	T-box 20	9		DNA-binding transcription factor activity			IDA		J:98516 	
MGI:1888496	Tbx20	T-box 20	9		DNA-binding transcription factor activity			TAS		J:66480 	
MGI:1888496	Tbx20	T-box 20	9		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:102541 MGI:1277234 MGI:1352483 MGI:1888496 MGI:1888984 MGI:1891158 MGI:1923615 MGI:98472 MGI:98493 O15119 O15178 PTN004251338 Q13207 Q99593 Q9UL17 Q9UMR3 	J:161428 	
MGI:1888496	Tbx20	T-box 20	9		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:175199 	
MGI:1888496	Tbx20	T-box 20	9		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q9UMR3 	J:164563 	
MGI:1888984	Tbx21	T-box 21	11		DNA-binding transcription activator activity, RNA polymerase II-specific	uses UniProtKB:P01580		IDA		J:61321 	
MGI:1888984	Tbx21	T-box 21	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:102541 MGI:1277234 MGI:1352483 MGI:1888496 MGI:1888984 MGI:1891158 MGI:1923615 MGI:98472 MGI:98493 O15119 O15178 PTN004251338 Q13207 Q99593 Q9UL17 Q9UMR3 	J:161428 	
MGI:1888984	Tbx21	T-box 21	11		DNA-binding transcription repressor activity, RNA polymerase II-specific			IEA	ENSP00000177694 Q9UL17 	J:342605 	
MGI:1888984	Tbx21	T-box 21	11		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q9UL17 	J:164563 	
MGI:2389465	Tbx22	T-box 22	X		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:102541 MGI:1277234 MGI:1352483 MGI:1888496 MGI:1888984 MGI:1891158 MGI:1923615 MGI:98472 MGI:98493 O15119 O15178 PTN004251338 Q13207 Q99593 Q9UL17 Q9UMR3 	J:161428 	
MGI:98510	Tcf3	transcription factor 3	10	contributes_to	DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:141327 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription activator activity, RNA polymerase II-specific		PR:P15806-1	IDA		J:153345 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:210933 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription activator activity, RNA polymerase II-specific			IMP		J:210933 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P15923 	J:164563 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription activator activity, RNA polymerase II-specific			ISS	P15923 	J:342587 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription factor activity	negatively regulates erythrocyte differentiation,positively regulates stem cell factor receptor activity,positively regulates transcription by RNA polymerase II		IDA		J:110595 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription factor activity			ISO	P15923 	J:164563 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription factor activity			ISS	P15923 	J:342587 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription factor activity		PR:P15806-2	ISS	P15923-2 	J:342587 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription factor activity			TAS		J:22134 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:98506 MGI:98510 P15923 PTN000927455 Q99081 	J:161428 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription factor activity, RNA polymerase II-specific	is a part of positive regulation of transcription by RNA polymerase II		IDA		J:277651 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:302448 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription factor activity, RNA polymerase II-specific	is a part of positive regulation of transcription by RNA polymerase II		IDA		J:80041 	
MGI:98510	Tcf3	transcription factor 3	10		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P15923 	J:164563 	
MGI:98506	Tcf4	transcription factor 4	18		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:38018 	
MGI:98506	Tcf4	transcription factor 4	18		DNA-binding transcription activator activity, RNA polymerase II-specific			IMP		J:224020 	
MGI:98506	Tcf4	transcription factor 4	18		DNA-binding transcription factor activity			ISO	P15884 	J:164563 	
MGI:98506	Tcf4	transcription factor 4	18		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:98506 MGI:98510 P15923 PTN000927455 Q99081 	J:161428 	
MGI:98506	Tcf4	transcription factor 4	18		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:38018 	
MGI:98507	Tcf7	transcription factor 7, T cell specific	11		DNA-binding transcription factor activity			IDA		J:79002 	
MGI:98507	Tcf7	transcription factor 7, T cell specific	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:1202879 MGI:96770 MGI:98507 PTN000042967 Q9UJU2 	J:161428 	
MGI:98507	Tcf7	transcription factor 7, T cell specific	11		DNA-binding transcription repressor activity			IMP		J:117301 	
MGI:98507	Tcf7	transcription factor 7, T cell specific	11		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses UniProtKB:O70372,happens in embryonic stem cell,happens in nucleus		IMP		J:185349 	
MGI:1202876	Tcf7l1	transcription factor 7 like 1 (T cell specific, HMG box)	6		DNA-binding transcription factor activity			IDA		J:114674 	
MGI:1202876	Tcf7l1	transcription factor 7 like 1 (T cell specific, HMG box)	6		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:1202879 MGI:96770 MGI:98507 PTN000042967 Q9UJU2 	J:161428 	
MGI:1202879	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box	19		DNA-binding transcription activator activity, RNA polymerase II-specific		PR:D3YWT3	IDA		J:173152 	
MGI:1202879	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box	19		DNA-binding transcription factor activity			ISO	Q9NQB0 	J:164563 	
MGI:1202879	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box	19		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:1202879 MGI:96770 MGI:98507 PTN000042967 Q9UJU2 	J:161428 	
MGI:101877	Tcf12	transcription factor 12	9		DNA-binding transcription activator activity, RNA polymerase II-specific			IEA	ENSP00000331057 Q99081 	J:342605 	
MGI:101877	Tcf12	transcription factor 12	9		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q99081 	J:164563 	
MGI:101877	Tcf12	transcription factor 12	9		DNA-binding transcription factor activity			ISO	Q99081 	J:164563 	
MGI:101877	Tcf12	transcription factor 12	9		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:98506 MGI:98510 P15923 PTN000927455 Q99081 	J:161428 	
MGI:104664	Tcf15	transcription factor 15	2	contributes_to	DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:141327 	
MGI:104664	Tcf15	transcription factor 15	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:102934 MGI:103577 MGI:103580 MGI:104664 MGI:1202715 MGI:1328312 MGI:1333884 MGI:1349421 MGI:2150010 O43680 O96004 P61296 PTN002360678 Q15672 Q7RTU7 RGD:621207 	J:161428 	
MGI:104664	Tcf15	transcription factor 15	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:302448 	
MGI:108399	Tcf20	transcription factor 20	15		DNA-binding transcription factor activity			IDA		J:25491 	
MGI:1202715	Tcf21	transcription factor 21	10		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:47701 	
MGI:1202715	Tcf21	transcription factor 21	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:102934 MGI:103577 MGI:103580 MGI:104664 MGI:1202715 MGI:1328312 MGI:1333884 MGI:1349421 MGI:2150010 O43680 O96004 P61296 PTN002360678 Q15672 Q7RTU7 RGD:621207 	J:161428 	
MGI:1202715	Tcf21	transcription factor 21	10		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses UniProtKB:P33242		IDA		J:69392 	
MGI:1202715	Tcf21	transcription factor 21	10		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	O43680 	J:164563 	
MGI:1934960	Tcf23	transcription factor 23	5		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:102934 MGI:103577 MGI:103580 MGI:104664 MGI:1202715 MGI:1328312 MGI:1333884 MGI:1349421 MGI:2150010 O43680 O96004 P61296 PTN002360678 Q15672 Q7RTU7 RGD:621207 	J:161428 	
MGI:3780500	Tcf24	transcription factor 24	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:102934 MGI:103577 MGI:103580 MGI:104664 MGI:1202715 MGI:1328312 MGI:1333884 MGI:1349421 MGI:2150010 O43680 O96004 P61296 PTN002360678 Q15672 Q7RTU7 RGD:621207 	J:161428 	
MGI:2672878	Tcfl5	transcription factor-like 5 (basic helix-loop-helix)	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:2684956 PTN001034971 Q9UL49 	J:161428 	
MGI:2672878	Tcfl5	transcription factor-like 5 (basic helix-loop-helix)	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q9UL49 	J:164563 	
MGI:101876	Tead1	TEA domain family member 1	7		DNA-binding transcription factor activity	is a part of positive regulation of DNA-templated transcription,uses Klf2,uses Bzw2,uses Rem2,uses Ncl		IDA		J:256712 	
MGI:101876	Tead1	TEA domain family member 1	7		DNA-binding transcription factor activity			IDA		J:87788 	
MGI:101876	Tead1	TEA domain family member 1	7		DNA-binding transcription factor activity			ISO	P28347 	J:164563 	
MGI:101876	Tead1	TEA domain family member 1	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:101876 MGI:104904 MGI:106907 P28347 PTN000216669 S000000287 	J:161428 	
MGI:101876	Tead1	TEA domain family member 1	7		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	P28347 	J:164563 	
MGI:104904	Tead2	TEA domain family member 2	7		DNA-binding transcription factor activity			ISO	Q15562 	J:164563 	
MGI:104904	Tead2	TEA domain family member 2	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:101876 MGI:104904 MGI:106907 P28347 PTN000216669 S000000287 	J:161428 	
MGI:104904	Tead2	TEA domain family member 2	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:182976 	
MGI:104904	Tead2	TEA domain family member 2	7		DNA-binding transcription factor activity, RNA polymerase II-specific	happens in migratory neural crest cell,uses Pax3		IDA		J:87726 	
MGI:109241	Tead3	TEA domain family member 3	17		DNA-binding transcription factor activity			ISO	Q99594 	J:164563 	
MGI:109241	Tead3	TEA domain family member 3	17		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:101876 MGI:104904 MGI:106907 P28347 PTN000216669 S000000287 	J:161428 	
MGI:106907	Tead4	TEA domain family member 4	6		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:102951 	
MGI:106907	Tead4	TEA domain family member 4	6		DNA-binding transcription factor activity	is a part of positive regulation of DNA-templated transcription,uses Rpl13,uses Rem2		IDA		J:256712 	
MGI:106907	Tead4	TEA domain family member 4	6		DNA-binding transcription factor activity			ISO	Q15561 	J:164563 	
MGI:106907	Tead4	TEA domain family member 4	6		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:101876 MGI:104904 MGI:106907 P28347 PTN000216669 S000000287 	J:161428 	
MGI:98663	Tef	thyrotroph embryonic factor	15		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:3841 	J:155856 	
MGI:98663	Tef	thyrotroph embryonic factor	15		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN004331295 Q10586 Q16534 RGD:2491 RGD:3841 	J:161428 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:157278 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:175350 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:28698 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:51610 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P05549 	J:164563 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription factor activity			IDA		J:72398 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription factor activity			IDA		J:92872 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104671 MGI:104672 MGI:106032 MGI:2153466 MGI:2679630 P05549 PTN000087637 Q92481 Q92754 	J:161428 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	P05549 	J:164563 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription factor activity, RNA polymerase II-specific			ISS	P05549 	J:342587 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:105726 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses Dmd		IDA		J:157160 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P05549 	J:164563 	
MGI:104671	Tfap2a	transcription factor AP-2, alpha	13		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISS	P05549 	J:342587 	
MGI:104672	Tfap2b	transcription factor AP-2 beta	1		DNA-binding transcription activator activity, RNA polymerase II-specific	uses UniProtKB:P21274		IDA		J:175832 	
MGI:104672	Tfap2b	transcription factor AP-2 beta	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:28698 	
MGI:104672	Tfap2b	transcription factor AP-2 beta	1		DNA-binding transcription factor activity			ISO	Q92481 	J:164563 	
MGI:104672	Tfap2b	transcription factor AP-2 beta	1		DNA-binding transcription factor activity			ISS	Q92481 	J:342587 	
MGI:104672	Tfap2b	transcription factor AP-2 beta	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104671 MGI:104672 MGI:106032 MGI:2153466 MGI:2679630 P05549 PTN000087637 Q92481 Q92754 	J:161428 	
MGI:104672	Tfap2b	transcription factor AP-2 beta	1		DNA-binding transcription factor activity, RNA polymerase II-specific	uses UniProtKB:P21275,uses UniProtKB:P21274		IDA		J:175832 	
MGI:106032	Tfap2c	transcription factor AP-2, gamma	2		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q92754 	J:164563 	
MGI:106032	Tfap2c	transcription factor AP-2, gamma	2		DNA-binding transcription factor activity			IDA		J:92872 	
MGI:106032	Tfap2c	transcription factor AP-2, gamma	2		DNA-binding transcription factor activity			IMP		J:77790 	
MGI:106032	Tfap2c	transcription factor AP-2, gamma	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104671 MGI:104672 MGI:106032 MGI:2153466 MGI:2679630 P05549 PTN000087637 Q92481 Q92754 	J:161428 	
MGI:106032	Tfap2c	transcription factor AP-2, gamma	2		DNA-binding transcription factor activity, RNA polymerase II-specific	uses Fgg		IDA		J:14494 	
MGI:106032	Tfap2c	transcription factor AP-2, gamma	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q92754 	J:164563 	
MGI:2153466	Tfap2d	transcription factor AP-2, delta	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104671 MGI:104672 MGI:106032 MGI:2153466 MGI:2679630 P05549 PTN000087637 Q92481 Q92754 	J:161428 	
MGI:2153466	Tfap2d	transcription factor AP-2, delta	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:177585 	
MGI:2153466	Tfap2d	transcription factor AP-2, delta	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IMP	MGI:5296818 	J:177585 	
MGI:2679630	Tfap2e	transcription factor AP-2, epsilon	4		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:86250 	
MGI:2679630	Tfap2e	transcription factor AP-2, epsilon	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104671 MGI:104672 MGI:106032 MGI:2153466 MGI:2679630 P05549 PTN000087637 Q92481 Q92754 	J:161428 	
MGI:103239	Tfap4	transcription factor AP4	16		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:161020 	
MGI:103239	Tfap4	transcription factor AP4	16		DNA-binding transcription activator activity, RNA polymerase II-specific			IMP		J:161020 	
MGI:103239	Tfap4	transcription factor AP4	16		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q01664 	J:164563 	
MGI:103239	Tfap4	transcription factor AP4	16		DNA-binding transcription factor activity			IBA	MGI:103239 MGI:104654 MGI:106593 MGI:107755 MGI:1339708 MGI:1355331 MGI:1918343 MGI:1930001 MGI:891976 MGI:893591 PTN000446010 Q13562 Q96SQ7 Q9Y4Z2 RGD:631350 	J:161428 	
MGI:103239	Tfap4	transcription factor AP4	16		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q01664 	J:164563 	
MGI:98509	Tfcp2	transcription factor CP2	15		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	MGI:98509 PTN000112980 Q6ISB3 Q8TE85 Q9NZI5 Q9NZI7 	J:161428 	
MGI:98509	Tfcp2	transcription factor CP2	15		DNA-binding transcription activator activity, RNA polymerase II-specific	uses NCBI_Gene:12159		IDA		J:242549 	
MGI:2444691	Tfcp2l1	transcription factor CP2-like 1	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IBA	MGI:98509 PTN000112980 Q6ISB3 Q8TE85 Q9NZI5 Q9NZI7 	J:161428 	
MGI:2444691	Tfcp2l1	transcription factor CP2-like 1	1		DNA-binding transcription repressor activity, RNA polymerase II-specific			IC	GO:0000122 GO:0000977 	J:342596 	
MGI:101934	Tfdp1	transcription factor Dp 1	8		DNA-binding transcription activator activity, RNA polymerase II-specific			IEA	ENSP00000364519 Q14186 	J:342605 	
MGI:101934	Tfdp1	transcription factor Dp 1	8	contributes_to	DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q14186 	J:164563 	
MGI:101934	Tfdp1	transcription factor Dp 1	8		DNA-binding transcription factor activity			IDA		J:87848 	
MGI:101934	Tfdp1	transcription factor Dp 1	8		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000284480 Q14186 Q14188 	J:161428 	
MGI:107167	Tfdp2	transcription factor Dp 2	9	contributes_to	DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q14188 	J:164563 	
MGI:107167	Tfdp2	transcription factor Dp 2	9		DNA-binding transcription factor activity			IDA		J:74817 	
MGI:107167	Tfdp2	transcription factor Dp 2	9		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000284480 Q14186 Q14188 	J:161428 	
MGI:98511	Tfe3	transcription factor E3	X		DNA-binding transcription factor activity			IDA		J:112628 	
MGI:98511	Tfe3	transcription factor E3	X		DNA-binding transcription factor activity			IDA		J:285017 	
MGI:98511	Tfe3	transcription factor E3	X		DNA-binding transcription factor activity			ISO	P19532 	J:164563 	
MGI:98511	Tfe3	transcription factor E3	X		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:103270 MGI:104554 MGI:98511 O14948 O75030 P19532 PTN005248237 RGD:3846 S000000199 	J:161428 	
MGI:98511	Tfe3	transcription factor E3	X		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	P19532 	J:164563 	
MGI:98511	Tfe3	transcription factor E3	X		DNA-binding transcription factor activity, RNA polymerase II-specific			ISS	P19532 	J:342587 	
MGI:103270	Tfeb	transcription factor EB	17		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:112628 	
MGI:103270	Tfeb	transcription factor EB	17		DNA-binding transcription factor activity			IDA		J:112628 	
MGI:103270	Tfeb	transcription factor EB	17		DNA-binding transcription factor activity			ISO	P19484 	J:164563 	
MGI:103270	Tfeb	transcription factor EB	17		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:103270 MGI:104554 MGI:98511 O14948 O75030 P19532 PTN005248237 RGD:3846 S000000199 	J:161428 	
MGI:1333760	Tfec	transcription factor EC	6		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:3846 	J:155856 	
MGI:1333760	Tfec	transcription factor EC	6		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:103270 MGI:104554 MGI:98511 O14948 O75030 P19532 PTN005248237 RGD:3846 S000000199 	J:161428 	
MGI:1333760	Tfec	transcription factor EC	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IEA	ENSP00000265440 O14948 	J:342605 	
MGI:1194497	Tgif1	TGFB-induced factor homeobox 1	17		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN000220006 Q15583 	J:161428 	
MGI:1194497	Tgif1	TGFB-induced factor homeobox 1	17		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q15583 	J:164563 	
MGI:1915299	Tgif2	TGFB-induced factor homeobox 2	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN000220006 Q15583 	J:161428 	
MGI:2387796	Tgif2lx1	TGFB-induced factor homeobox 2-like, X-linked 1	X		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	PTN000220006 Q15583 	J:161428 	
MGI:1921004	Thap1	THAP domain containing, apoptosis associated protein 1	8		DNA-binding transcription factor activity			IBA	PTN008709918 Q9NVV9 	J:161428 	
MGI:1921004	Thap1	THAP domain containing, apoptosis associated protein 1	8		DNA-binding transcription repressor activity, RNA polymerase II-specific			IEA	ENSP00000254250 Q9NVV9 	J:342605 	
MGI:1921004	Thap1	THAP domain containing, apoptosis associated protein 1	8		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q9NVV9 	J:164563 	
MGI:1930964	Thap11	THAP domain containing 11	8		DNA-binding transcription activator activity, RNA polymerase II-specific			IMP	MGI:3052237 MGI:3797582 	J:301859 	
MGI:1930964	Thap11	THAP domain containing 11	8		DNA-binding transcription repressor activity, RNA polymerase II-specific			IEA	ENSP00000304689 Q96EK4 	J:342605 	
MGI:1930964	Thap11	THAP domain containing 11	8		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q96EK4 	J:164563 	
MGI:98742	Thra	thyroid hormone receptor alpha	11		DNA-binding transcription factor activity			ISO	P10827 	J:164563 	
MGI:98742	Thra	thyroid hormone receptor alpha	11		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	RGD:3857 	J:155856 	
MGI:98742	Thra	thyroid hormone receptor alpha	11		nuclear receptor activity			IBA	MGI:103076 MGI:1352463 MGI:1352464 MGI:97747 MGI:97856 MGI:98742 MGI:98743 O62807 O75469 P10276 P10827 P10828 P11473 P37231 PTN001182089 Q03181 Q07869 Q13133 Q14994 Q96RI1 RGD:1583230 RGD:3369 RGD:3858 RGD:3959 RGD:628831 RGD:69057 	J:161428 	
MGI:98742	Thra	thyroid hormone receptor alpha	11		nuclear receptor activity			IDA		J:94471 	
MGI:98742	Thra	thyroid hormone receptor alpha	11		nuclear receptor activity			ISO	P10827 	J:164563 	
MGI:98742	Thra	thyroid hormone receptor alpha	11		nuclear receptor activity			ISS	P10827 	J:342587 	
MGI:98742	Thra	thyroid hormone receptor alpha	11		nuclear receptor activity			TAS		J:41827 	
MGI:98743	Thrb	thyroid hormone receptor beta	14		DNA-binding transcription factor activity			TAS		J:52829 	
